Catchment ID,River,Receiving Sea,Continent,Catchment Area [km²], MMPW Generation per capita [kg d-1],Population,MMPW generated in the catchment [tons y-1],Microplastic load Model 1 [tons y-1] ,Microplastic load Model 2 [tons y-1] ,Macroplastic load  [tons y-1] 
283,Iwaki,Sea of Japan,Asia,2440,0.003,447208,555,0,0,0
120,San Pablo,Pacific,North America,2434,0.029,51812,548,0,0,0
352,Peikang,South China Sea,Asia,704,0.006,265139,546,0,0,0
1026,Simeto/Goranlunga,Sicilian Channel,Europe,4203,0.003,563142,545,0,0,0
76,Moho,Caribbean,North America,1189,0.091,16163,538,0,0,0
729,Molocue,Indian,Africa,6246,0.013,111677,537,0,0,0
1411,Zana,Pacific,South America,4773,0.039,37808,534,0,0,0
340,Touchien,Taiwan Strait,Asia,564,0.006,259371,534,0,0,0
1408,Moquegua,Pacific,South America,3540,0.039,37536,530,0,0,0
1243,Chowan,Atlantic,North America,12000,0.007,217191,530,0,0,0
315,Hii,Sea of Japan,Asia,2044,0.003,422318,525,0,0,0
360,Yenshui,South China Sea,Asia,285,0.006,254533,524,0,0,0
1069,Suir,Irish Sea,Europe,3513,0.009,167711,524,0,0,0
1034,Wye,North Sea,Europe,4127,0.004,333156,520,0,0,0
1409,Locunba,Pacific,South America,4189,0.039,36771,519,0,0,0
322,Yeongsan,Yellow Sea,Asia,2861,0.001,1527952,515,0,0,0
1264,Edisto,Atlantic,North America,7471,0.007,210878,514,0,0,0
1267,Ogeechee,Atlantic,North America,11482,0.007,209151,510,0,0,0
1354,Balao,Pacific,South America,1138,0.047,29396,502,0,0,0
341,Lanyang,Pacific,Asia,1168,0.006,242776,500,0,0,0
1236,Rappahannock,Chesapeake Bay,North America,5037,0.007,204834,500,0,0,0
1071,Lee,Irish Sea,Europe,1253,0.009,158936,496,0,0,0
1303,Bayano,Panama Bay,North America,4889,0.029,46877,496,0,0,0
520,Solo,Banda Sea,Oceania,5892,0.047,28852,496,0,0,0
327,Yoshino,Pacific,Asia,3371,0.003,398315,495,0,0,0
499,Boko,Celebes Sea,Oceania,578,0.047,28658,492,0,0,0
685,Lobe,Gulf of Guinea,Africa,2296,0.038,34446,480,0,0,0
1259,Santa Margarita,Pacific,North America,1892,0.007,196866,480,0,0,0
1262,San Dieguito,Pacific,North America,884,0.007,195924,478,0,0,0
538,Jaba,Pacific,Oceania,513,0.09,14374,470,0,0,0
65,Black,Caribbean,North America,916,0.01,132212,470,0,0,0
342,Houlung,Taiwan Strait,Asia,534,0.006,225628,464,0,0,0
1260,San Luis Rey,Pacific,North America,1470,0.007,189601,462,0,0,0
735,Ivondro,Indian,Africa,3471,0.013,93999,459,0,0,0
47,Cihuatlan,Gulf of California,North America,2154,0.012,101563,454,0,0,0
14,Mocorito,Pacific,North America,2511,0.012,101533,454,0,0,0
1276,Ochlockonee,Gulf of Mexico,North America,5655,0.007,185996,454,0,0,0
357,Chishui,Pacific,Asia,344,0.006,216685,446,0,0,0
1064,Welland,North Sea,Europe,1722,0.004,285418,446,0,0,0
70,Milk,Caribbean,North America,548,0.01,125254,445,0,0,0
310,Jintsu,Sea of Japan,Asia,2757,0.003,349025,434,0,0,0
25,Acaponeta,Pacific,North America,5512,0.012,94674,424,0,0,0
1271,Escambia,Gulf of Mexico,North America,10975,0.007,171189,418,0,0,0
718,Sambirano,Indian,Africa,2968,0.013,85079,416,0,0,0
20,Elota,Pacific,North America,928,0.012,92526,414,0,0,0
997,Göta alv,North Sea,Europe,42049,0.001,971574,413,0,0,0
1209,Penobscot,Atlantic,North America,21916,0.007,167947,409,0,0,0
281,Tokachi,Pacific,Asia,8419,0.003,326259,405,0,0,0
862,Piave,Mediterranean,Europe,4374,0.003,412866,400,0,0,0
63,Guanajibo,Caribbean,North America,340,0.011,102764,399,0,0,0
17,San Lorenzo,Gulf of California,North America,10046,0.012,88798,397,0,0,0
901,Argens,Mediterranean,Europe,2759,0.004,282739,394,0,0,0
1038,Dee,Irish Sea,Europe,1991,0.004,250795,392,0,0,0
555,Lakekamu,Gulf of Papua,Oceania,1861,0.09,11964,391,0,0,0
323,Ooi,Pacific,Asia,1292,0.003,314531,391,0,0,0
1453,Coig,Atlantic,South America,16369,0.026,40487,388,0,0,0
68,Cobre,Caribbean,North America,167,0.01,108088,384,0,0,0
1206,St. John,G. St. Lawrence,North America,55056,0.003,378335,381,0,0,0
556,Kumbe,Arafura Sea,Oceania,4248,0.047,22139,380,0,0,0
1122,Wadi Itwad,Red Sea,Eurasia,1730,0.016,66095,378,0,0,0
1269,Satilla,Atlantic,North America,8872,0.007,153858,375,0,0,0
1246,Santa Maria,Pacific,North America,4726,0.007,153828,375,0,0,0
904,Aude,Mediterranean,Europe,5269,0.004,264947,369,0,0,0
1321,Marowijne,Atlantic,South America,66115,0.038,26344,364,0,0,0
999,Drammenselva,North Sea,Europe,16553,0.006,177258,361,0,0,0
1331,Guapi,Pacific,South America,1922,0.034,29255,360,0,0,0
1109,Wadi al Jiza,Arabian Sea,Eurasia,17900,0.077,12833,359,0,0,0
1398,Acari,Pacific,South America,4485,0.039,25310,358,0,0,0
309,Shou,Sea of Japan,Asia,1757,0.003,287695,357,0,0,0
509,Kendawangan,Karimata Strait,Oceania,1815,0.047,20548,353,0,0,0
353,Potzu,South China Sea,Asia,427,0.006,170526,351,0,0,0
550,Bamu,Gulf of Papua,Oceania,10667,0.09,10667,349,0,0,0
892,Crati,Gulf of Tronto,Europe,2535,0.003,358376,347,0,0,0
361,Erhjen,South China Sea,Asia,354,0.006,166107,342,0,0,0
313,Mankyong,NoOcean,Asia,1408,0.001,1013463,342,0,0,0
549,Bian,Arafura Sea,Oceania,8010,0.047,19432,334,0,0,0
1201,Chehalis,Pacific,North America,5460,0.007,136342,333,0,0,0
1035,Usk,North Sea,Europe,1319,0.004,209408,327,0,0,0
24,Baluarte,Pacific,North America,5697,0.012,72764,326,0,0,0
1379,Huarmey,Pacific,South America,2217,0.039,23037,325,0,0,0
1389,Mala,Pacific,South America,2346,0.039,22932,324,0,0,0
1320,Mana,Atlantic,South America,12147,0.039,22736,320,0,0,0
1075,Mourne,Atlantic,Europe,2914,0.005,178131,319,0,0,0
1030,Exe,English Channel,Europe,1248,0.004,200618,313,0,0,0
882,Pescara,Mediterranean,Europe,2928,0.003,322444,312,0,0,0
1324,Mahuri,Atlantic,South America,3600,0.039,21491,303,0,0,0
1132,Wadi Watir,Red Sea,Africa,3502,0.122,6799,302,0,0,0
1074,Erne,Atlantic,Europe,4211,0.006,130178,302,0,0,0
845,Aliakmon,Mediterranean,Europe,6668,0.004,194000,300,0,0,0
1306,Tuira,Panama Bay,North America,10734,0.029,28127,299,0,0,0
684,Lokoundje,Gulf of Guinea,Africa,1415,0.038,21231,296,0,0,0
792,Keurbooms,Indian,Africa,1121,0.134,6001,293,0,0,0
1238,York,Chesapeake Bay,North America,3800,0.007,119430,291,0,0,0
229,Manawatu,Tasman Sea,Oceania,5855,0.007,118573,285,0,0,0
974,Oulujoki,Gulf of Bothnia,Europe,23543,0.005,166929,284,0,0,0
531,Lorentz,Arafura Sea,Oceania,6737,0.047,16479,283,0,0,0
1420,Copiapo,Pacific,South America,18438,0.011,70829,274,0,0,0
19,Piaxtla,Pacific,North America,6923,0.012,61042,273,0,0,0
1214,Saco,Atlantic,North America,4419,0.007,111555,272,0,0,0
119,Tabasara,Pacific,North America,1190,0.029,25565,271,0,0,0
793,Kromme,Indian,Africa,1013,0.134,5479,268,0,0,0
1343,Jipijapa,Pacific,South America,249,0.047,15620,267,0,0,0
1220,Klamath/Trinity,Pacific,North America,31176,0.007,108654,265,0,0,0
1400,Yauca,Pacific,South America,4376,0.039,18726,265,0,0,0
1070,Blackwater,Irish Sea,Europe,3243,0.009,82072,256,0,0,0
1213,"Smith, Umpqua",Pacific,North America,12105,0.007,103661,253,0,0,0
900,Var,Ligurian Sea,Europe,2831,0.004,181181,253,0,0,0
364,Tungkang,South China Sea,Asia,432,0.006,120402,248,0,0,0
887,Ofanto,Mediterranean,Europe,2907,0.003,252637,245,0,0,0
888,Bradano,Gulf of Tronto,Europe,3065,0.003,251571,244,0,0,0
1426,Choapa,Pacific,South America,7803,0.011,62829,244,0,0,0
316,Yura,Sea of Japan,Asia,1833,0.003,194941,242,0,0,0
320,Goumo,Sea of Japan,Asia,3906,0.003,191661,238,0,0,0
73,Marequelia,Pacific,North America,1109,0.012,52989,237,0,0,0
1054,Dee,North Sea,Europe,2139,0.004,151243,236,0,0,0
1252,Malibu,Pacific,North America,284,0.007,96638,236,0,0,0
1289,Ancho,Caribbean,South America,534,0.034,18812,231,0,0,0
193,Hunter,Tasman Sea,Oceania,21280,0.002,282171,227,0,0,0
567,Yukon,Bering Sea,North America,830804,0.006,107691,227,0,0,0
354,Hsiukuluan,Pacific,Asia,1786,0.006,110338,227,0,0,0
850,Acheloos,Ionian Sea,Europe,5430,0.004,155439,226,0,0,0
933,Deba,Bay of Biscay,Europe,532,0.006,111811,225,0,0,0
893,Sele,Mediterranean,Europe,3176,0.003,232119,225,0,0,0
906,Tet,Mediterranean,Europe,1403,0.004,159360,222,0,0,0
1456,Grande,Atlantic,South America,8517,0.026,22983,220,0,0,0
350,Hualien,Pacific,Asia,1514,0.006,104470,215,0,0,0
867,Savio,Mediterranean,Europe,1497,0.003,216852,210,0,0,0
1336,Verde,Pacific,South America,912,0.047,12095,207,0,0,0
1001,Skiensvassdraget,North Sea,Europe,10606,0.006,100732,205,0,0,0
931,Besaya,Atlantic,Europe,1042,0.006,100809,203,0,0,0
1073,Moy,Atlantic,Europe,1989,0.009,64813,202,0,0,0
589,MacKenzie,Beaufort Sea,North America,1658954,0.002,300887,202,0,0,0
367,Linpien,South China Sea,Asia,372,0.006,97787,201,0,0,0
1078,Slaney,Irish Sea,Europe,1773,0.009,63110,197,0,0,0
1195,Saguenay,G. St. Lawrence,North America,87887,0.002,291516,196,0,0,0
903,Herault,Gulf du Lion,Europe,2620,0.004,139877,195,0,0,0
1017,Kem,White Sea,Asia,37268,0.016,32641,195,0,0,0
1247,Santa Ynez,Pacific,North America,2334,0.007,79490,194,0,0,0
752,Omaruru,Atlantic,Africa,11661,0.097,5485,194,0,0,0
1293,Maticora,Caribbean,South America,2702,0.017,30333,193,0,0,0
37,Misantia,Gulf of Mexico,North America,444,0.012,42791,191,0,0,0
831,Bzybi,Black Sea,Eurasia,1547,0.034,15446,191,0,0,0
1025,Salso,Sicilian Channel,Europe,2035,0.003,195871,190,0,0,0
1447,Aisen,Pacific,South America,12323,0.011,48316,189,0,0,0
688,Como,Atlantic,Africa,7123,0.027,19392,189,0,0,0
220,Ngaruroro,Pacific,Oceania,3333,0.007,77932,187,0,0,0
1060,Tweed,North Sea,Europe,5005,0.004,119456,187,0,0,0
934,Oria,Bay of Biscay,Europe,271,0.006,92145,186,0,0,0
921,Sado,Atlantic,Europe,6145,0.005,95568,184,0,0,0
830,Kodori,Black Sea,Eurasia,2091,0.035,14530,183,0,0,0
7,Guaymas,Gulf of California,North America,6133,0.012,40845,183,0,0,0
1193,Skagit,Puget Sound,North America,8208,0.007,73941,180,0,0,0
872,Esino,Mediterranean,Europe,1153,0.003,182683,177,0,0,0
1458,Nadym,Arctic,Asia,54804,0.02,23573,176,0,0,0
978,Kemijoki,Gulf of Bothnia,Europe,52340,0.006,80705,175,0,0,0
875,Chienti,Mediterranean,Europe,1341,0.003,180095,174,0,0,0
362,Peinan,Pacific,Asia,1598,0.006,84484,174,0,0,0
1053,Don,North Sea,Europe,1316,0.004,109444,171,0,0,0
1057,Tay,North Sea,Europe,4992,0.004,109280,171,0,0,0
1059,Teith,North Sea,Europe,1512,0.004,108986,170,0,0,0
897,Ombrone,Mediterranean,Europe,3634,0.003,174296,169,0,0,0
1191,Nooksak,Puget Sound,North America,2162,0.005,95338,161,0,0,0
234,Hutt,Pacific,Oceania,604,0.007,66819,161,0,0,0
321,Seumjin,Tsushima Strait,Asia,4832,0.001,476082,160,0,0,0
1042,Eden,Irish Sea,Europe,2330,0.004,102100,159,0,0,0
276,Tumnin,Sea of Japan,Asia,21728,0.02,21186,158,0,0,0
1041,Lune,Irish Sea,Europe,1067,0.004,100916,158,0,0,0
505,Wiriagar,Seram Sea,Oceania,6244,0.047,9114,157,0,0,0
1131,Wadi Dam?,Red Sea,Eurasia,3881,0.016,27168,155,0,0,0
899,Magra,Ligurian Sea,Europe,1676,0.003,159402,154,0,0,0
861,Tagliamento,Mediterranean,Europe,2927,0.003,155276,153,0,0,0
873,Musone,Mediterranean,Europe,637,0.003,156910,152,0,0,0
255,Waimakariri,Pacific,Oceania,3595,0.007,60712,146,0,0,0
1036,Towry,Irish Sea,Europe,1321,0.004,90660,142,0,0,0
733,Manambao,Indian,Africa,7921,0.013,28736,140,0,0,0
44,Purificación,Pacific,North America,1564,0.012,30586,137,0,0,0
1334,Araguari,Atlantic,South America,42307,0.017,21462,135,0,0,0
779,Groen,Atlantic,Africa,4665,0.134,2738,134,0,0,0
967,Kyronjoki,Gulf of Bothnia,Europe,4449,0.005,77163,131,0,0,0
1315,Commewijne,Atlantic,South America,5069,0.027,13351,131,0,0,0
1027,Tirso,Mediterranean,Europe,3388,0.003,133413,129,0,0,0
1000,Numedalslagen,North Sea,Europe,5572,0.006,62070,126,0,0,0
880,Tronto,Mediterranean,Europe,1194,0.003,130292,126,0,0,0
914,Andarax,Mediterranean,Europe,2168,0.006,62365,126,0,0,0
511,Wapoga,Pacific,Oceania,5532,0.047,7263,125,0,0,0
918,Guadiaro,Mediterranean,Europe,1472,0.006,60789,122,0,0,0
889,Basento,Gulf of Tronto,Europe,1557,0.003,125425,121,0,0,0
1226,Eel,Pacific,North America,9376,0.007,49645,121,0,0,0
346,Hoping,Pacific,Asia,552,0.006,58462,120,0,0,0
267,Clutha,Pacific,Oceania,20677,0.007,48380,116,0,0,0
506,Kamundan,Arafura Sea,Oceania,5615,0.047,6724,116,0,0,0
1448,Deseado,Atlantic,South America,24002,0.026,12005,115,0,0,0
1248,Ventura,Pacific,North America,594,0.007,45727,112,0,0,0
2,Sondiata,Gulf of California,North America,12542,0.012,25102,111,0,0,0
870,Metauro,Mediterranean,Europe,1402,0.003,114033,110,0,0,0
203,Kaituna,Pacific,Oceania,1304,0.007,45349,109,0,0,0
968,Lapuanjoki,Gulf of Bothnia,Europe,4919,0.005,63493,108,0,0,0
1016,Kovda,White Sea,Asia,8536,0.02,14378,107,0,0,0
847,Sperchios,Mediterranean,Europe,1581,0.004,73271,106,0,0,0
935,Bidasoa,Bay of Biscay,Europe,720,0.005,56796,103,0,0,0
849,Alfios,Ionian Sea,Europe,3561,0.004,70489,102,0,0,0
178,East Fitzroy,Pacific,Oceania,140595,0.002,126871,102,0,0,0
279,Teshio,Sea of Japan,Asia,5578,0.003,82157,102,0,0,0
916,Guadalfeo,Mediterranean,Europe,1285,0.006,50640,102,0,0,0
1314,Nickerie,Atlantic,South America,9942,0.027,10345,101,0,0,0
745,Morondava,Indian,Africa,4330,0.013,20675,101,0,0,0
866,Lamone,Mediterranean,Europe,878,0.003,103394,100,0,0,0
62,Grande,Caribbean,North America,273,0.01,27670,98,0,0,0
869,Foglia,Mediterranean,Europe,702,0.003,101300,98,0,0,0
1031,Tamar,English Channel,Europe,961,0.004,61376,96,0,0,0
777,Spoeg,Atlantic,Africa,1504,0.134,1959,96,0,0,0
1318,Coppename,Atlantic,South America,21111,0.027,9702,95,0,0,0
886,Fortore,Mediterranean,Europe,1614,0.003,96554,94,0,0,0
527,Omba,Arafura Sea,Oceania,5290,0.047,5267,90,0,0,0
885,Biferno,Mediterranean,Europe,1322,0.003,92446,90,0,0,0
224,Whanganui,Tasman Sea,Oceania,7121,0.007,36968,89,0,0,0
992,Dalälven,Gulf of Bothnia,Europe,27246,0.001,244673,87,0,0,0
905,Orb,Gulf du Lion,Europe,1125,0.004,62192,87,0,0,0
883,Sangro,Mediterranean,Europe,1582,0.003,89237,86,0,0,0
874,Potenza,Mediterranean,Europe,794,0.003,88212,85,0,0,0
1257,San Mateo,Pacific,North America,346,0.007,34475,84,0,0,0
40,Tomatlan,Pacific,North America,1969,0.012,18700,84,0,0,0
881,Tavo,Mediterranean,Europe,597,0.003,84668,82,0,0,0
190,Clarence,Tasman Sea,Oceania,22123,0.002,101593,82,0,0,0
1126,Wadi Sadiyah,Red Sea,Eurasia,273,0.016,13904,80,0,0,0
236,Ruamahanga,Pacific,Oceania,3388,0.007,31948,77,0,0,0
971,Kalajoki,Gulf of Bothnia,Europe,4586,0.005,44512,76,0,0,0
328,Kumano,Pacific,Asia,2349,0.003,60051,75,0,0,0
67,La Unión,Pacific,North America,1187,0.012,16492,74,0,0,0
868,Marecchia,Mediterranean,Europe,527,0.003,67408,73,0,0,0
201,Waihou,Pacific,Oceania,1971,0.007,29924,72,0,0,0
84,Diego,Pacific,North America,346,0.012,15901,71,0,0,0
1002,Nidelv,North Sea,Europe,3790,0.006,34842,71,0,0,0
183,Burnett,Pacific,Oceania,33147,0.002,83679,67,0,0,0
1445,Palena,Pacific,South America,13188,0.026,7062,67,0,0,0
970,Paimionjoki,Baltic Sea,Europe,4268,0.005,39328,67,0,0,0
199,Wairua,Tasman Sea,Oceania,3465,0.007,27842,67,0,0,0
890,Agri,Gulf of Tronto,Europe,1738,0.003,68871,67,0,0,0
1045,Nith,Irish Sea,Europe,1238,0.004,42627,67,0,0,0
471,Belait,South China Sea,Asia,2438,0.004,44114,66,0,0,0
1024,Gela,Sicilian Channel,Europe,568,0.003,67875,66,0,0,0
843,Gallikos,Mediterranean,Europe,959,0.004,45144,66,0,0,0
1043,Esk,Irish Sea,Europe,1239,0.004,41345,65,0,0,0
755,Kuiseb,Atlantic,Africa,16775,0.097,1821,64,0,0,0
1307,Turbo,Caribbean,South America,179,0.034,5203,64,0,0,0
1421,Huasco,Pacific,South America,9777,0.011,16384,63,0,0,0
1169,Moose,James Bay,North America,108076,0.002,91527,61,0,0,0
929,Sella,Atlantic,Europe,1284,0.006,30395,61,0,0,0
848,Evrotas,Mediterranean,Europe,1966,0.004,41568,60,0,0,0
1326,Oyapoc,Atlantic,South America,25982,0.026,6264,60,0,0,0
1003,Otra,North Sea,Europe,3645,0.006,28441,58,0,0,0
884,Trigno,Mediterranean,Europe,1217,0.003,59157,57,0,0,0
12,Santo Domingo,Pacific,North America,4171,0.012,12514,56,0,0,0
927,Navia,Bay of Biscay,Europe,2580,0.006,27609,56,0,0,0
308,Sapgyo,Sea of Japan,Asia,958,0.001,162010,55,0,0,0
1137,Churchill,Hudson Bay,North America,303949,0.002,78526,53,0,0,0
876,Tenna,Mediterranean,Europe,487,0.003,54423,53,0,0,0
891,Sinni,Gulf of Tronto,Europe,1274,0.003,53882,52,0,0,0
277,Koppi,Sea of Japan,Asia,7327,0.02,6974,52,0,0,0
851,Arachthos,Ionian Sea,Europe,1894,0.004,35679,52,0,0,0
560,Kenai,Gulf of Alaska,North America,5644,0.007,20985,51,0,0,0
915,Adra,Mediterranean,Europe,749,0.006,25098,51,0,0,0
1454,Serrano,Pacific,South America,8667,0.024,5679,51,0,0,0
200,Piako,Pacific,Oceania,1496,0.007,20846,50,0,0,0
1037,Conway,Irish Sea,Europe,534,0.004,32078,50,0,0,0
1322,Sinnamary,Atlantic,South America,6521,0.039,3555,50,0,0,0
1242,Carmel,Pacific,North America,643,0.007,19862,48,0,0,0
1224,Mad,Pacific,North America,1313,0.007,19405,47,0,0,0
1052,Deveron,North Sea,Europe,1211,0.004,30237,47,0,0,0
307,Kurobe,Sea of Japan,Asia,687,0.003,37803,47,0,0,0
238,Tamar,Tasman Sea,Oceania,10214,0.002,57940,47,0,0,0
191,Macleay,Tasman Sea,Oceania,11344,0.002,57826,47,0,0,0
208,Tarawera,Pacific,Oceania,931,0.007,19282,46,0,0,0
995,Helgean,Baltic Sea,Europe,4404,0.001,132924,46,0,0,0
197,Shoalhaven,Tasman Sea,Oceania,6955,0.002,56713,46,0,0,0
1216,Coquille,Pacific,North America,2705,0.007,18709,46,0,0,0
871,Misa,Mediterranean,Europe,377,0.003,46919,45,0,0,0
1455,Gallegos,Atlantic,South America,3574,0.02,5945,43,0,0,0
6,San Miguel,Pacific,North America,1058,0.012,9519,43,0,0,0
22,Carrizal,Gulf of California,North America,1511,0.012,9380,42,0,0,0
996,Lagan,North Sea,Europe,5838,0.001,121041,42,0,0,0
976,Iijoki,Gulf of Bothnia,Europe,15943,0.005,24615,42,0,0,0
1058,Earn,North Sea,Europe,947,0.004,26546,41,0,0,0
221,Tukituki,Pacific,Oceania,2501,0.007,17056,41,0,0,0
979,Torne,Gulf of Bothnia,Europe,39543,0.003,41451,40,0,0,0
265,Taieri,Pacific,Oceania,5709,0.007,16538,40,0,0,0
1011,Pasvikely,Barents Sea,Europe,16061,0.015,7328,39,0,0,0
989,Indalsälven,Gulf of Bothnia,Europe,24616,0.001,110133,39,0,0,0
1205,Tillamook,Pacific,North America,1456,0.007,16108,39,0,0,0
1049,Ness,North Sea,Europe,1749,0.004,24481,38,0,0,0
853,Kalamas,Ionian Sea,Europe,1756,0.004,24895,38,0,0,0
503,Apauwar,Pacific,Oceania,2690,0.047,2192,38,0,0,0
975,Kiiminkijoki,Gulf of Bothnia,Europe,932,0.005,21905,37,0,0,0
269,Oreti,Foveaux Strait,Oceania,3451,0.007,15374,37,0,0,0
972,Pyhajoki,Gulf of Bothnia,Europe,3605,0.005,21535,37,0,0,0
969,Ahtavanjoki,Gulf of Bothnia,Europe,2357,0.005,21318,36,0,0,0
926,Eo,Atlantic,Europe,934,0.006,17550,35,0,0,0
1204,Nehalem,Pacific,North America,2221,0.007,14297,35,0,0,0
1044,Annan,Irish Sea,Europe,963,0.004,20942,33,0,0,0
852,Louros,Ionian Sea,Europe,828,0.004,21983,32,0,0,0
1172,Harricana,James Bay,North America,29323,0.002,44426,30,0,0,0
1211,Siuslaw,Pacific,North America,2009,0.007,12208,30,0,0,0
1056,South Esk,North Sea,Europe,611,0.004,18957,30,0,0,0
270,Mataura,Foveaux Strait,Oceania,5534,0.007,12308,30,0,0,0
1051,Spey,North Sea,Europe,2959,0.004,18375,29,0,0,0
470,Tutong,South China Sea,Asia,1012,0.002,49146,29,0,0,0
562,Matanuska,Gulf of Alaska,North America,5748,0.007,11614,28,0,0,0
